N	β	B	Ω	E/N	M/N
9.0	2.5	2.0	3.0	-4.3000004426569705	-0.051658650319153905
9.0	2.5	3.0	0.0	-3.0744430767069755	1.2528558437610274e-17
9.0	2.5	3.0	1.0	-3.3629710617427873	-0.0015281596817349659
9.0	2.5	3.0	2.0	-4.0009816029942336	-0.009336043225100723
9.0	2.5	3.0	3.0	-4.783734609651991	-0.02226567630661159
9.0	3.0	0.0	0.0	-0.8844931143881969	0.0
9.0	3.0	0.0	1.0	-1.8888833357517134	-0.11110835667628667
9.0	3.0	0.0	2.0	-2.8888888683471423	-0.11111110428350711
9.0	3.0	0.0	3.0	-3.888888888821047	-0.11111111109418717
9.0	3.0	1.0	0.0	-1.2171070735788705	-6.938893903907228e-17
9.0	3.0	1.0	1.0	-2.0724704981919695	-0.05954598005801927
9.0	3.0	1.0	2.0	-3.021994292824618	-0.08039127965006568
9.0	3.0	1.0	3.0	-3.9937453605159456	-0.09099804884448993
9.0	3.0	2.0	0.0	-2.11194215717055	-2.4671622769447922e-17
9.0	3.0	2.0	1.0	-2.5967911615899473	-0.011377757871851598
9.0	3.0	2.0	2.0	-3.4070193790781587	-0.032820848282808845
9.0	3.0	2.0	3.0	-4.300000443399229	-0.051658650388715276
9.0	3.0	3.0	0.0	-3.074464394222305	-1.927470528863119e-19
9.0	3.0	3.0	1.0	-3.3629723973924808	-0.001528155240463051
9.0	3.0	3.0	2.0	-4.000981615078144	-0.009336043269703153
9.0	3.0	3.0	3.0	-4.783734609774886	-0.02226567630987673
9.0	3.5	0.0	0.0	-0.887269242321069	0.0
9.0	3.5	0.0	1.0	-1.8888881451984088	-0.11111074036359293
9.0	3.5	0.0	2.0	-2.888888887873577	-0.11111111077303285
9.0	3.5	0.0	3.0	-3.8888888888876543	-0.11111111111080281
9.0	3.5	1.0	0.0	-1.2214217353722843	-3.39234813079909e-17
9.0	3.5	1.0	1.0	-2.072473806344611	-0.05954661760858196
9.0	3.5	1.0	2.0	-3.021994303961746	-0.08039128209219099
9.0	3.5	1.0	3.0	-3.9937453605557574	-0.09099804885227648
9.0	3.5	2.0	0.0	-2.1123033946272884	-1.0215593802974531e-17
9.0	3.5	2.0	1.0	-2.5967922573291804	-0.011377763504066937
9.0	3.5	2.0	2.0	-3.407019381488704	-0.0328208484272777
9.0	3.5	2.0	3.0	-4.300000443408407	-0.051658650389582325
9.0	3.5	3.0	0.0	-3.074466847270591	-1.6576246548222823e-17
9.0	3.5	3.0	1.0	-3.362972476145907	-0.001528154931499201
9.0	3.5	3.0	2.0	-4.000981615328599	-0.009336043270379867
9.0	3.5	3.0	3.0	-4.783734609775883	-0.02226567630990322
9.0	4.0	0.0	0.0	-0.8882927108791753	0.0
9.0	4.0	0.0	1.0	-1.8888887886310357	-0.11111106103675925
9.0	4.0	0.0	2.0	-2.888888888838475	-0.11111111109431304
9.0	4.0	0.0	3.0	-3.888888888888866	-0.11111111111110547
9.0	4.0	1.0	0.0	-1.2242257007921487	-6.47630097698008e-17
9.0	4.0	1.0	1.0	-2.072474207395027	-0.059546695626828856
9.0	4.0	1.0	2.0	-3.0219943044557813	-0.08039128220091558
9.0	4.0	1.0	3.0	-3.9937453605564173	-0.09099804885240591
9.0	4.0	2.0	0.0	-2.1124165183416372	-1.3106799596269209e-17
9.0	4.0	2.0	1.0	-2.5967923608388976	-0.011377763896522933
9.0	4.0	2.0	2.0	-3.4070193815673835	-0.03282084843201787
9.0	4.0	2.0	3.0	-4.300000443408523	-0.05165865038959363
9.0	4.0	3.0	0.0	-3.074467136141264	4.433182216385173e-18
9.0	4.0	3.0	1.0	-3.3629724808789705	-0.0015281549105301427
9.0	4.0	3.0	2.0	-4.00098161533389	-0.009336043270390263
9.0	4.0	3.0	3.0	-4.783734609775889	-0.0222656763099033
9.0	4.5	0.0	0.0	-0.8886695207538045	0.0
9.0	4.5	0.0	1.0	-1.8888888753398507	-0.11111110433930763
9.0	4.5	0.0	2.0	-2.8888888888863815	-0.11111111111027541
9.0	4.5	0.0	3.0	-3.888888888888889	-0.11111111111111102
9.0	4.5	1.0	0.0	-1.2261832822965175	-6.1679056923619804e-18
9.0	4.5	1.0	1.0	-2.0724742567440537	-0.05954670527575735
9.0	4.5	1.0	2.0	-3.0219943044778668	-0.08039128220578376
9.0	4.5	1.0	3.0	-3.9937453605564284	-0.090998048852408
9.0	4.5	2.0	0.0	-2.1124526319459567	-1.426328191358708e-17
9.0	4.5	2.0	1.0	-2.596792370754867	-0.011377763923638935
9.0	4.5	2.0	2.0	-3.4070193815699907	-0.0328208484321753
9.0	4.5	2.0	3.0	-4.300000443408525	-0.05165865038959348
9.0	4.5	3.0	0.0	-3.074467170704063	-9.348232064986128e-18
9.0	4.5	3.0	1.0	-3.362972481167141	-0.0015281549091260638
9.0	4.5	3.0	2.0	-4.000981615334002	-0.009336043270390412
9.0	4.5	3.0	3.0	-4.783734609775891	-0.022265676309903462
9.0	5.0	0.0	0.0	-0.8888081815667555	0.0
9.0	5.0	0.0	1.0	-1.8888888870561908	-0.11111111019489726
9.0	5.0	0.0	2.0	-2.8888888888887636	-0.1111111111110695
9.0	5.0	0.0	3.0	-3.888888888888889	-0.1111111111111111
9.0	5.0	1.0	0.0	-1.2276296713423214	-4.163336342344337e-17
9.0	5.0	1.0	1.0	-2.0724742628638086	-0.059546706475587956
9.0	5.0	1.0	2.0	-3.021994304478858	-0.0803912822060025
9.0	5.0	1.0	3.0	-3.9937453605564293	-0.09099804885240809
9.0	5.0	2.0	0.0	-2.1124643219182806	-4.37535810051928e-17
9.0	5.0	2.0	1.0	-2.5967923717139554	-0.011377763925450472
9.0	5.0	2.0	2.0	-3.4070193815700787	-0.032820848432180916
9.0	5.0	2.0	3.0	-4.300000443408525	-0.05165865038959358
9.0	5.0	3.0	0.0	-3.074467174887584	1.3299546649155522e-17
9.0	5.0	3.0	1.0	-3.362972481184848	-0.0015281549090327804
9.0	5.0	3.0	2.0	-4.000981615334006	-0.009336043270390433
9.0	5.0	3.0	3.0	-4.783734609775889	-0.022265676309903323
10.0	0.5	0.0	0.0	-0.4159054415339994	0.0021074654595544494
10.0	0.5	0.0	1.0	-1.439073719356133	0.024628144949637366
10.0	0.5	0.0	2.0	-2.698357950078451	0.060930561093638834
10.0	0.5	0.0	3.0	-3.8123207475705656	0.08342423476904255
10.0	0.5	1.0	0.0	-0.7761000537925598	0.0010903378636650917
10.0	0.5	1.0	1.0	-1.6571340709857083	0.015223989611158076
10.0	0.5	1.0	2.0	-2.8412375784033643	0.044907915159227575
10.0	0.5	1.0	3.0	-3.9208202423866867	0.0679594513021323
10.0	0.5	2.0	0.0	-1.6801830568131357	0.00021111332724267802
10.0	0.5	2.0	1.0	-2.2716213332294135	0.004174133006886028
10.0	0.5	2.0	2.0	-3.2550369956041494	0.019096420667981957
10.0	0.5	2.0	3.0	-4.23755245415516	0.03785365749538184
10.0	0.5	3.0	0.0	-2.791155302347756	3.0438414145599578e-5
10.0	0.5	3.0	1.0	-3.147966871229859	0.000746092610896834
10.0	0.5	3.0	2.0	-3.890636964488478	0.005547375919240258
10.0	0.5	3.0	3.0	-4.736538621139447	0.01568325885158192
10.0	1.0	0.0	0.0	-0.6854347403601923	0.025622294244601523
10.0	1.0	0.0	1.0	-1.8682832879531677	0.0891772651301649
10.0	1.0	0.0	2.0	-2.894744944269833	0.09848298630324644
10.0	1.0	0.0	3.0	-3.89909674197459	0.09979338781484141
10.0	1.0	1.0	0.0	-1.0774361711997829	0.00517628399087749
10.0	1.0	1.0	1.0	-2.051491413329712	0.04629400577729596
10.0	1.0	1.0	2.0	-3.027473498124494	0.06927191888943059
10.0	1.0	1.0	3.0	-4.003516010693393	0.08015192746154429
10.0	1.0	2.0	0.0	-2.028586252623633	0.00020529998497668364
10.0	1.0	2.0	1.0	-2.580798392991946	0.007991418824173946
10.0	1.0	2.0	2.0	-3.4117231317128214	0.026050736988039135
10.0	1.0	2.0	3.0	-4.308611710747323	0.04301392337090456
10.0	1.0	3.0	0.0	-3.053324361834391	1.6782235663270663e-5
10.0	1.0	3.0	1.0	-3.357014542215297	0.0009030931380089952
10.0	1.0	3.0	2.0	-4.004989448161523	0.006547245204964714
10.0	1.0	3.0	3.0	-4.790833056931315	0.017014509686078556
10.0	1.5	0.0	0.0	-0.814633428280368	0.06075731724264126
10.0	1.5	0.0	1.0	-1.897236255146702	0.09881542688319464
10.0	1.5	0.0	2.0	-2.8998118642537967	0.09994082252432304
10.0	1.5	0.0	3.0	-3.8999877195645545	0.09999705291473243
10.0	1.5	1.0	0.0	-1.168249377515401	0.007288104348763201
10.0	1.5	1.0	1.0	-2.079288699150794	0.05027777799797112
10.0	1.5	1.0	2.0	-3.032073546353973	0.07011955600716295
10.0	1.5	1.0	3.0	-4.004310498108328	0.0802909360320955
10.0	1.5	2.0	0.0	-2.0929408410884975	0.00015194226226328164
10.0	1.5	2.0	1.0	-2.6009695653295877	0.00825279403233507
10.0	1.5	2.0	2.0	-3.4150361568329286	0.026222684333838432
10.0	1.5	2.0	3.0	-4.309173801025317	0.0430593329912349
10.0	1.5	3.0	0.0	-3.07333181370383	1.4510012639581613e-5
10.0	1.5	3.0	1.0	-3.3657072796300014	0.0009009947158582651
10.0	1.5	3.0	2.0	-4.006731738172266	0.006559744388496105
10.0	1.5	3.0	3.0	-4.7911451569356585	0.01702203837373909
10.0	2.0	0.0	0.0	-0.8676248220682277	0.083262087396228
10.0	2.0	0.0	1.0	-1.899694036744484	0.09985604129469253
10.0	2.0	0.0	2.0	-2.899991902326084	0.09999736229328077
10.0	2.0	0.0	3.0	-3.8999998034524355	0.09999995168809597
10.0	2.0	1.0	0.0	-1.200085010966537	0.007991759084928171
10.0	2.0	1.0	1.0	-2.081614310474123	0.050656999112806786
10.0	2.0	1.0	2.0	-3.032221174051548	0.07014886562522024
10.0	2.0	1.0	3.0	-4.004320275960147	0.08029272883933823
10.0	2.0	2.0	0.0	-2.1080691051803813	0.00013200987798618665
10.0	2.0	2.0	1.0	-2.602488351238017	0.008267862532486774
10.0	2.0	2.0	2.0	-3.4151190279240096	0.026226984374278384
10.0	2.0	2.0	3.0	-4.309179132914083	0.043059776622351255
10.0	2.0	3.0	0.0	-3.075193545129099	1.4213818591339925e-5
10.0	2.0	3.0	1.0	-3.3661334473829294	0.000900537331103786
10.0	2.0	3.0	2.0	-4.00676210974858	0.0065599040207141215
10.0	2.0	3.0	3.0	-4.791147204796235	0.017022085632899663
10.0	2.5	0.0	0.0	-0.8879528683362947	0.09348394368883371
10.0	2.5	0.0	1.0	-1.8999618313967452	0.09998135148792704
10.0	2.5	0.0	2.0	-2.8999996196973825	0.09999987434130471
10.0	2.5	0.0	3.0	-3.899999996591049	0.09999999915331784
10.0	2.5	1.0	0.0	-1.213977683138346	0.008192674505186731
10.0	2.5	1.0	1.0	-2.0818460843603512	0.050697021260721065
10.0	2.5	1.0	2.0	-3.032226759556024	0.07015001832997306
10.0	2.5	1.0	3.0	-4.0043204167220825	0.08029275533657756
10.0	2.5	2.0	0.0	-2.112182842710419	0.00012506003964010866
10.0	2.5	2.0	1.0	-2.6026152011518606	0.008268801208871426
10.0	2.5	2.0	2.0	-3.4151213428618012	0.026227104988150514
10.0	2.5	2.0	3.0	-4.309179190479734	0.04305978152688293
10.0	2.5	3.0	0.0	-3.0753886956933667	1.4175563944437627e-5
10.0	2.5	3.0	1.0	-3.3661565253578987	0.0009004981570057191
10.0	2.5	3.0	2.0	-4.006762684754032	0.006559906209731276
10.0	2.5	3.0	3.0	-4.791147219563053	0.017022085965674397
10.0	3.0	0.0	0.0	-0.8955492783180519	0.09755171166492445
10.0	3.0	0.0	1.0	-1.8999949930082594	0.09999751796271888
10.0	3.0	0.0	2.0	-2.8999999814822273	0.09999999384760613
10.0	3.0	0.0	3.0	-3.8999999999388493	0.09999999998474973
10.0	3.0	1.0	0.0	-1.2212152270020085	0.008203693892570297
10.0	3.0	1.0	1.0	-2.081871692440252	0.05070159138240145
10.0	3.0	1.0	2.0	-3.0322269912498876	0.07015006709879072
10.0	3.0	1.0	3.0	-4.004320418927324	0.08029275575695925
10.0	3.0	2.0	0.0	-2.113389718053726	0.00012263994406752597
10.0	3.0	2.0	1.0	-2.6026264377094384	0.008268863049179325
10.0	3.0	2.0	2.0	-3.4151214125359615	0.02622710864758363
10.0	3.0	2.0	3.0	-4.309179191155353	0.04305978158536574
10.0	3.0	3.0	0.0	-3.0754104815921894	1.417064307307446e-5
10.0	3.0	3.0	1.0	-3.366157843624518	0.0009004952778318822
10.0	3.0	3.0	2.0	-4.006762696209752	0.00655990624117605
10.0	3.0	3.0	3.0	-4.791147219676721	0.017022085968213217
10.0	3.5	0.0	0.0	-0.8983601078500885	0.09909226281873966
10.0	3.5	0.0	1.0	-1.8999993302230607	0.0999996661755828
10.0	3.5	0.0	2.0	-2.8999999990856664	0.09999999969559129
10.0	3.5	0.0	3.0	-3.899999999998889	0.09999999999972241
10.0	3.5	1.0	0.0	-1.2254866181149433	0.008133730042057277
10.0	3.5	1.0	1.0	-2.0818746908479833	0.05070213670919349
10.0	3.5	1.0	2.0	-3.032227001303814	0.07015006923457204
10.0	3.5	1.0	3.0	-4.004320418963233	0.08029275576384165
10.0	3.5	2.0	0.0	-2.1137596078597896	0.00012179794798916412
10.0	3.5	2.0	1.0	-2.6026274688430084	0.008268867250291936
10.0	3.5	2.0	2.0	-3.4151214147347098	0.02622710876400953
10.0	3.5	2.0	3.0	-4.309179191163662	0.04305978158609156
10.0	3.5	3.0	0.0	-3.0754130033127596	1.4170010831222271e-5
10.0	3.5	3.0	1.0	-3.3661579212675123	0.0009004950772802153
10.0	3.5	3.0	2.0	-4.006762696445406	0.006559906241638142
10.0	3.5	3.0	3.0	-4.791147219677633	0.01702208596823366
10.0	4.0	0.0	0.0	-0.8993963697651559	0.09966509940676753
10.0	4.0	0.0	1.0	-1.899999909745271	0.09999995492553305
10.0	4.0	0.0	2.0	-2.899999999954617	0.0999999999848792
10.0	4.0	0.0	3.0	-3.89999999999998	0.09999999999999494
10.0	4.0	1.0	0.0	-1.2282427225901345	0.008027560050142483
10.0	4.0	1.0	1.0	-2.0818750531116925	0.050702203290317015
10.0	4.0	1.0	2.0	-3.032227001749019	0.07015006932953471
10.0	4.0	1.0	3.0	-4.004320418963827	0.08029275576395586
10.0	4.0	2.0	0.0	-2.113876198517681	0.00012150550034489629
10.0	4.0	2.0	1.0	-2.602627565612061	0.008268867538531541
10.0	4.0	2.0	2.0	-3.415121414806115	0.02622710876781583
10.0	4.0	2.0	3.0	-4.309179191163769	0.0430597815861007
10.0	4.0	3.0	0.0	-3.0754133020177177	1.4169929625484999e-5
10.0	4.0	3.0	1.0	-3.366157925929199	0.0009004950636531686
10.0	4.0	3.0	2.0	-4.006762696450354	0.006559906241645199
10.0	4.0	3.0	3.0	-4.791147219677641	0.017022085968233926
10.0	4.5	0.0	0.0	-0.899777889763239	0.09987666631387157
10.0	4.5	0.0	1.0	-1.8999999878047373	0.09999999390500094
10.0	4.5	0.0	2.0	-2.899999999997743	0.09999999999924782
10.0	4.5	0.0	3.0	-3.9	0.09999999999999992
10.0	4.5	1.0	0.0	-1.2301468043628039	0.007906605824647469
10.0	4.5	1.0	1.0	-2.081875097609451	0.05070221151545279
10.0	4.5	1.0	2.0	-3.0322270017689075	0.07015006933378443
10.0	4.5	1.0	3.0	-4.004320418963838	0.0802927557639577
10.0	4.5	2.0	0.0	-2.113913667744561	0.00012140408983642784
10.0	4.5	2.0	1.0	-2.602627574830624	0.008268867558103462
10.0	4.5	2.0	2.0	-3.4151214148084748	0.02622710876794242
10.0	4.5	2.0	3.0	-4.30917919116377	0.04305978158610006
10.0	4.5	3.0	0.0	-3.075413337969249	1.416991919691692e-5
10.0	4.5	3.0	1.0	-3.3661579262127623	0.0009004950627396549
10.0	4.5	3.0	2.0	-4.006762696450464	0.006559906241645366
10.0	4.5	3.0	3.0	-4.791147219677642	0.017022085968233895
10.0	5.0	0.0	0.0	-0.8999182838363406	0.09995461037441529
10.0	5.0	0.0	1.0	-1.8999999983505156	0.09999999917538883
10.0	5.0	0.0	2.0	-2.8999999999998876	0.09999999999996256
10.0	5.0	0.0	3.0	-3.9	0.1
10.0	5.0	1.0	0.0	-1.2315365784513932	0.00778220565452582
10.0	5.0	1.0	1.0	-2.0818751031225946	0.050702212537661426
10.0	5.0	1.0	2.0	-3.0322270017697996	0.07015006933397522
10.0	5.0	1.0	3.0	-4.004320418963837	0.08029275576395763
10.0	5.0	2.0	0.0	-2.1139258800281633	0.0001213689708265334
10.0	5.0	2.0	1.0	-2.602627575718027	0.008268867559384557
10.0	5.0	2.0	2.0	-3.415121414808553	0.026227108767946455
10.0	5.0	2.0	3.0	-4.309179191163769	0.04305978158610074
10.0	5.0	3.0	0.0	-3.075413342347086	1.416991785789341e-5
10.0	5.0	3.0	1.0	-3.366157926230174	0.0009004950626789563
10.0	5.0	3.0	2.0	-4.0067626964504655	0.006559906241645227
10.0	5.0	3.0	3.0	-4.791147219677642	0.017022085968234242
