N	β	B	Ω	E/N	M/N
4.0	2.5	3.0	3.0	-4.691081103012585	0.11327709762742788
4.0	3.0	0.0	0.0	-0.7462910652650478	0.24753349070863995
4.0	3.0	0.0	1.0	-1.7499876199698532	0.24999384059588775
4.0	3.0	0.0	2.0	-2.7499999541585876	0.24999998473226936
4.0	3.0	0.0	3.0	-3.749999999848527	0.2499999999621551
4.0	3.0	1.0	0.0	-1.1691464382033885	0.07145798521054446
4.0	3.0	1.0	1.0	-1.9549643669647057	0.17675816871255243
4.0	3.0	1.0	2.0	-2.894085679870346	0.211109632438268
4.0	3.0	1.0	3.0	-3.8615571355017804	0.22605062995863562
4.0	3.0	2.0	0.0	-2.093848270056174	0.016042051699168444
4.0	3.0	2.0	1.0	-2.5240409289886796	0.07452443330602987
4.0	3.0	2.0	2.0	-3.3057520771044864	0.13382255770769524
4.0	3.0	2.0	3.0	-4.185266668501788	0.17056642222161672
4.0	3.0	3.0	0.0	-3.062638362233953	0.007032132221668194
4.0	3.0	3.0	1.0	-3.3233117322734342	0.028676703094134913
4.0	3.0	3.0	2.0	-3.928747890510308	0.07242069104211954
4.0	3.0	3.0	3.0	-4.691081103252093	0.11327709764247484
4.0	3.5	0.0	0.0	-0.7486334232083991	0.24908977881987815
4.0	3.5	0.0	1.0	-1.749998332388883	0.24999916771371944
4.0	3.5	0.0	2.0	-2.749999997722463	0.24999999924105254
4.0	3.5	0.0	3.0	-3.749999999997231	0.24999999999930794
4.0	3.5	1.0	0.0	-1.1751818205361821	0.06950197254849168
4.0	3.5	1.0	1.0	-1.9549716826970105	0.17676003275310806
4.0	3.5	1.0	2.0	-2.8940857045552097	0.2111096387805764
4.0	3.5	1.0	3.0	-3.861557135590388	0.22605062997781183
4.0	3.5	2.0	0.0	-2.0941015035589627	0.016020305184834903
4.0	3.5	2.0	1.0	-2.5240430487815164	0.0745244534217296
4.0	3.5	2.0	2.0	-3.3057520822217654	0.1338225582686241
4.0	3.5	2.0	3.0	-4.185266668521867	0.1705664222244186
4.0	3.5	3.0	0.0	-3.06263996670912	0.00703207401547851
4.0	3.5	3.0	1.0	-3.3233118273230353	0.028676700024197227
4.0	3.5	3.0	2.0	-3.928747890961045	0.07242069104694415
4.0	3.5	3.0	3.0	-4.691081103254135	0.11327709764260045
4.0	4.0	0.0	0.0	-0.7494969748043002	0.24966476232924348
4.0	4.0	0.0	1.0	-1.7499997747030664	0.2499998874270866
4.0	4.0	0.0	2.0	-2.749999999886695	0.24999999996223599
4.0	4.0	0.0	3.0	-3.7499999999999494	0.24999999999998734
4.0	4.0	1.0	0.0	-1.179361874620482	0.06800895145386018
4.0	4.0	1.0	1.0	-1.954972588545908	0.17676026382592108
4.0	4.0	1.0	2.0	-2.8940857056600318	0.2111096390647992
4.0	4.0	1.0	3.0	-3.8615571355918665	0.2260506299781319
4.0	4.0	2.0	0.0	-2.0941719981651867	0.01601408617752777
4.0	4.0	2.0	1.0	-2.524043267391025	0.07452445434554011
4.0	4.0	2.0	2.0	-3.305752082393933	0.1338225582873205
4.0	4.0	2.0	3.0	-4.185266668522124	0.17056642222445445
4.0	4.0	3.0	0.0	-3.0626401355941777	0.0070320677559028676
4.0	4.0	3.0	1.0	-3.3233118331502545	0.028676699821947003
4.0	4.0	3.0	2.0	-3.9287478909711444	0.07242069104701578
4.0	4.0	3.0	3.0	-4.691081103254152	0.11327709764260144
4.0	4.5	0.0	0.0	-0.7498149081360204	0.2498766206502351
4.0	4.5	0.0	1.0	-1.7499999695287618	0.24999998476814095
4.0	4.5	0.0	2.0	-2.7499999999943605	0.24999999999812023
4.0	4.5	0.0	3.0	-3.7499999999999987	0.24999999999999975
4.0	4.5	1.0	0.0	-1.1823263066194067	0.06689907330325434
4.0	4.5	1.0	1.0	-1.9549727014329137	0.17676029260971887
4.0	4.5	1.0	2.0	-2.8940857057096094	0.21110963907756036
4.0	4.5	1.0	3.0	-3.861557135591891	0.22605062997813724
4.0	4.5	2.0	0.0	-2.094191825910324	0.016012311008231923
4.0	4.5	2.0	1.0	-2.5240432902147365	0.07452445434468305
4.0	4.5	2.0	2.0	-3.305752082399755	0.1338225582879473
4.0	4.5	2.0	3.0	-4.185266668522128	0.1705664222244549
4.0	4.5	3.0	0.0	-3.06264015352784	0.007032067083117821
4.0	4.5	3.0	1.0	-3.32331183351177	0.028676699808799222
4.0	4.5	3.0	2.0	-3.9287478909713736	0.07242069104701668
4.0	4.5	3.0	3.0	-4.691081103254152	0.1132770976426016
4.0	5.0	0.0	0.0	-0.7499319031969465	0.24995460419226403
4.0	5.0	0.0	1.0	-1.749999995877131	0.24999999793875277
4.0	5.0	0.0	2.0	-2.7499999999997193	0.2499999999999064
4.0	5.0	0.0	3.0	-3.75	0.25
4.0	5.0	1.0	0.0	-1.184444434322695	0.06608738726102956
4.0	5.0	1.0	1.0	-1.9549727155507612	0.17676029620493794
4.0	5.0	1.0	2.0	-2.894085705711837	0.21110963907813396
4.0	5.0	1.0	3.0	-3.861557135591892	0.22605062997813738
4.0	5.0	2.0	0.0	-2.094197434860433	0.016011804732846413
4.0	5.0	2.0	1.0	-2.524043292619228	0.07452445433625299
4.0	5.0	2.0	2.0	-3.305752082399952	0.13382255828796846
4.0	5.0	2.0	3.0	-4.185266668522128	0.17056642222445476
4.0	5.0	3.0	0.0	-3.062640155441665	0.007032067010824414
4.0	5.0	3.0	1.0	-3.323311833534375	0.028676699807951178
4.0	5.0	3.0	2.0	-3.9287478909713776	0.07242069104701637
4.0	5.0	3.0	3.0	-4.691081103254152	0.1132770976426016
5.0	0.5	0.0	0.0	-0.36969372580800774	0.0
5.0	0.5	0.0	1.0	-1.30174454230785	-0.08361322054609419
5.0	0.5	0.0	2.0	-2.5672525266834567	-0.14660791019707703
5.0	0.5	0.0	3.0	-3.696192750160897	-0.17849349747623727
5.0	0.5	1.0	0.0	-0.7405244224657537	-2.7755575615628915e-18
5.0	0.5	1.0	1.0	-1.542489053003656	-0.06471374447388437
5.0	0.5	1.0	2.0	-2.721787612874851	-0.12433037546455608
5.0	0.5	1.0	3.0	-3.811008747266217	-0.15982876666878923
5.0	0.5	2.0	0.0	-1.6619058772494366	-8.326672684688674e-18
5.0	0.5	2.0	1.0	-2.202241232746266	-0.032810591316431846
5.0	0.5	2.0	2.0	-3.163603849586263	-0.07872328791935132
5.0	0.5	2.0	3.0	-4.14403467921645	-0.1168715663145935
5.0	0.5	3.0	0.0	-2.782379474599226	-6.938893903907228e-17
5.0	0.5	3.0	1.0	-3.1125756432341527	-0.013515177159260589
5.0	0.5	3.0	2.0	-3.8289553496208804	-0.04111118520468389
5.0	0.5	3.0	3.0	-4.663153277780971	-0.07335489260206837
5.0	1.0	0.0	0.0	-0.6092753247646119	0.0
5.0	1.0	0.0	1.0	-1.754443261609858	-0.18289756592694723
5.0	1.0	0.0	2.0	-2.7922462880140695	-0.19762803520423072
5.0	1.0	0.0	3.0	-3.798649227605947	-0.19967740897448388
5.0	1.0	1.0	0.0	-1.036930854419772	-1.6653345369377347e-17
5.0	1.0	1.0	1.0	-1.9559435941739571	-0.12511025700214304
5.0	1.0	1.0	2.0	-2.9333228242148848	-0.16218926172080153
5.0	1.0	1.0	3.0	-3.9079636393133677	-0.17705675654274666
5.0	1.0	2.0	0.0	-2.0163870346358257	-3.3306690738754695e-17
5.0	1.0	2.0	1.0	-2.5239702510916993	-0.04713191485836218
5.0	1.0	2.0	2.0	-3.3376981882294197	-0.0946072700873814
5.0	1.0	2.0	3.0	-4.225778442396251	-0.1262791645493353
5.0	1.0	3.0	0.0	-3.045668663455541	-8.881784197001253e-17
5.0	1.0	3.0	1.0	-3.327708221476784	-0.014972526412945586
5.0	1.0	3.0	2.0	-3.952595524538178	-0.04517642131132582
5.0	1.0	3.0	3.0	-4.724025393852533	-0.07695506055599691
5.0	1.5	0.0	0.0	-0.7241186029158931	0.0
5.0	1.5	0.0	1.0	-1.795264530083783	-0.197875392775156
5.0	1.5	0.0	2.0	-2.7996730646582035	-0.19989392665335395
5.0	1.5	0.0	3.0	-3.799978498753629	-0.19999471761702042
5.0	1.5	1.0	0.0	-1.1291348221162996	7.216449660063518e-17
5.0	1.5	1.0	1.0	-1.9931359554524044	-0.13284095723596526
5.0	1.5	1.0	2.0	-2.9398745359952394	-0.16368539249068786
5.0	1.5	1.0	3.0	-3.9091278340236997	-0.17729186237995
5.0	1.5	2.0	0.0	-2.0811162428333794	-8.326672684688674e-18
5.0	1.5	2.0	1.0	-2.547949679680369	-0.048087777618215706
5.0	1.5	2.0	2.0	-3.342074033461614	-0.09504509651190647
5.0	1.5	2.0	3.0	-4.226561735182473	-0.12637660654778002
5.0	1.5	3.0	0.0	-3.0650101187200423	-2.3592239273284576e-17
5.0	1.5	3.0	1.0	-3.337023424261159	-0.014953782183178471
5.0	1.5	3.0	2.0	-3.9546950440047297	-0.04523243850753476
5.0	1.5	3.0	3.0	-4.724430916457841	-0.07697850980478527
5.0	2.0	0.0	0.0	-0.7712220640606533	0.0
5.0	2.0	0.0	1.0	-1.7994258554714633	-0.19972435702093344
5.0	2.0	0.0	2.0	-2.799984705386481	-0.19999494965112624
5.0	2.0	0.0	3.0	-3.799999627516608	-0.19999990749849728
5.0	2.0	1.0	0.0	-1.1622328055406541	-2.2204460492503132e-17
5.0	2.0	1.0	1.0	-1.9968066013506718	-0.13367987420942834
5.0	2.0	1.0	2.0	-2.9401219705054484	-0.1637449381096394
5.0	2.0	1.0	3.0	-3.9091446255244193	-0.17729535259814694
5.0	2.0	2.0	0.0	-2.095626580953514	-4.4408920985006264e-17
5.0	2.0	2.0	1.0	-2.5499405295795525	-0.04814786391335725
5.0	2.0	2.0	2.0	-3.342199607309002	-0.09505759402407815
5.0	2.0	2.0	3.0	-4.226570374818065	-0.12637770126088263
5.0	2.0	3.0	0.0	-3.0667104625885373	-8.604228440844963e-17
5.0	2.0	3.0	1.0	-3.337489748166888	-0.014949647251903703
5.0	2.0	3.0	2.0	-3.954734990543885	-0.04523325456616587
5.0	2.0	3.0	3.0	-4.724433929782132	-0.07697867751854068
5.0	2.5	0.0	0.0	-0.7892914385211443	0.0
5.0	2.5	0.0	1.0	-1.7999255148076199	-0.19996331468962664
5.0	2.5	0.0	2.0	-2.7999992558851168	-0.1999997528049115
5.0	2.5	0.0	3.0	-3.799999993320977	-0.19999999833441157
5.0	2.5	1.0	0.0	-1.1771408501992675	1.1102230246251566e-17
5.0	2.5	1.0	1.0	-1.9972135930962007	-0.133776256601254
5.0	2.5	1.0	2.0	-2.940132260660968	-0.163747466180082
5.0	2.5	1.0	3.0	-3.9091448889788913	-0.17729540805016158
5.0	2.5	2.0	0.0	-2.09934098503941	-1.6653345369377347e-17
5.0	2.5	2.0	1.0	-2.550120465977071	-0.04815189761417869
5.0	2.5	2.0	2.0	-3.3422034850166895	-0.09505797757610177
5.0	2.5	2.0	3.0	-4.226570477671739	-0.12637771443277174
5.0	2.5	3.0	0.0	-3.06687812597411	-3.608224830031759e-17
5.0	2.5	3.0	1.0	-3.337515379995543	-0.014949294213810254
5.0	2.5	3.0	2.0	-3.9547358030135498	-0.045233267291714195
5.0	2.5	3.0	3.0	-4.724433953676632	-0.07697867881421493
5.0	3.0	0.0	0.0	-0.7960438029493847	0.0
5.0	3.0	0.0	1.0	-1.7999900776991566	-0.19999506638479347
5.0	3.0	0.0	2.0	-2.799999963266467	-0.19999998777071495
5.0	3.0	0.0	3.0	-3.7999999998786342	-0.19999999996968665
5.0	3.0	1.0	0.0	-1.1853684782419869	1.0547118733938987e-16
5.0	3.0	1.0	1.0	-1.9972614445072623	-0.1337877786218483
5.0	3.0	1.0	2.0	-2.94013270770457	-0.1637475770202525
5.0	3.0	1.0	3.0	-3.9091448932710122	-0.1772954089584282
5.0	3.0	2.0	0.0	-2.10036182596209	-5.551115123125783e-18
5.0	3.0	2.0	1.0	-2.550137504462636	-0.04815217767653804
5.0	3.0	2.0	2.0	-3.342203609804934	-0.09505798986744504
5.0	3.0	2.0	3.0	-4.226570478947147	-0.12637771459706598
5.0	3.0	3.0	0.0	-3.066895698402876	-2.6367796834847467e-17
5.0	3.0	3.0	1.0	-3.3375168636709303	-0.014949268471966282
5.0	3.0	3.0	2.0	-3.954735820180505	-0.04523326749803268
5.0	3.0	3.0	3.0	-4.724433953873442	-0.07697867882470386
5.0	3.5	0.0	0.0	-0.7985423180889594	0.0
5.0	3.5	0.0	1.0	-1.799998665001194	-0.19999933386767366
5.0	3.5	0.0	2.0	-2.7999999981768644	-0.19999999939256544
5.0	3.5	0.0	3.0	-3.799999999997783	-0.1999999999994461
5.0	3.5	1.0	0.0	-1.1906239773617797	0.0
5.0	3.5	1.0	1.0	-1.9972672392809847	-0.13378918574885387
5.0	3.5	1.0	2.0	-2.9401327275074634	-0.1637475819501032
5.0	3.5	1.0	3.0	-3.909144893342053	-0.17729540897349455
5.0	3.5	2.0	0.0	-2.1006537381605797	-4.4408920985006264e-17
5.0	3.5	2.0	1.0	-2.5501391612590685	-0.048152197032742344
5.0	3.5	2.0	2.0	-3.3422036139140987	-0.09505799027093816
5.0	3.5	2.0	3.0	-4.226570478963289	-0.12637771459915154
5.0	3.5	3.0	0.0	-3.066897603179116	-6.245004513516506e-17
5.0	3.5	3.0	1.0	-3.3375169521902017	-0.014949266697709207
5.0	3.5	3.0	2.0	-3.954735820551336	-0.04523326750141561
5.0	3.5	3.0	3.0	-4.7244339538750975	-0.07697867882479101
5.0	4.0	0.0	0.0	-0.7994634397912536	0.0
5.0	4.0	0.0	1.0	-1.7999998197171514	-0.19999990992656874
5.0	4.0	0.0	2.0	-2.799999999909336	-0.19999999996978374
5.0	4.0	0.0	3.0	-3.7999999999999594	-0.19999999999998988
5.0	4.0	1.0	0.0	-1.194294948661185	-1.6653345369377347e-17
5.0	4.0	1.0	1.0	-1.9972679518468008	-0.13378935953030427
5.0	4.0	1.0	2.0	-2.940132728392155	-0.16374758217073324
5.0	4.0	1.0	3.0	-3.9091448933432362	-0.17729540897374563
5.0	4.0	2.0	0.0	-2.1007391917692835	-4.9960036108132046e-17
5.0	4.0	2.0	1.0	-2.5501393249793827	-0.048152198301043427
5.0	4.0	2.0	2.0	-3.342203614051132	-0.0950579902843595
5.0	4.0	2.0	3.0	-4.226570478963497	-0.12637771459917843
5.0	4.0	3.0	0.0	-3.066897813785652	-8.881784197001253e-17
5.0	4.0	3.0	1.0	-3.3375169575739845	-0.014949266578616605
5.0	4.0	3.0	2.0	-3.9547358205594536	-0.045233267501470484
5.0	4.0	3.0	3.0	-4.724433953875113	-0.07697867882479126
5.0	4.5	0.0	0.0	-0.7998025686784224	0.0
5.0	4.5	0.0	1.0	-1.799999975620754	-0.19999998781376097
5.0	4.5	0.0	2.0	-2.799999999995488	-0.1999999999984961
5.0	4.5	0.0	3.0	-3.7999999999999985	-0.1999999999999998
5.0	4.5	1.0	0.0	-1.196985666322343	3.8857805861880476e-17
5.0	4.5	1.0	1.0	-1.9972680401773844	-0.13378938111945304
5.0	4.5	1.0	2.0	-2.940132728431823	-0.16374758218063365
5.0	4.5	1.0	3.0	-3.9091448933432558	-0.17729540897374982
5.0	4.5	2.0	0.0	-2.1007645692022456	-4.4408920985006264e-17
5.0	4.5	2.0	1.0	-2.5501393413284346	-0.048152198372548805
5.0	4.5	2.0	2.0	-3.3422036140557347	-0.09505799028480932
5.0	4.5	2.0	3.0	-4.2265704789635	-0.12637771459917893
5.0	4.5	3.0	0.0	-3.066897837359315	-4.718447854656915e-17
5.0	4.5	3.0	1.0	-3.3375169579057555	-0.014949266570739911
5.0	4.5	3.0	2.0	-3.954735820559633	-0.04523326750147144
5.0	4.5	3.0	3.0	-4.7244339538751134	-0.07697867882479106
5.0	5.0	0.0	0.0	-0.7999273634100761	0.0
5.0	5.0	0.0	1.0	-1.7999999967015927	-0.19999999835096482
5.0	5.0	0.0	2.0	-2.7999999999997756	-0.19999999999992513
5.0	5.0	0.0	3.0	-3.8	-0.2
5.0	5.0	1.0	0.0	-1.199004437918425	1.6653345369377347e-17
5.0	5.0	1.0	1.0	-1.9972680511739227	-0.13378938380991848
5.0	5.0	1.0	2.0	-2.940132728433605	-0.1637475821810783
5.0	5.0	1.0	3.0	-3.9091448933432567	-0.1772954089737499
5.0	5.0	2.0	0.0	-2.100772173462183	-2.4980018054066023e-17
5.0	5.0	2.0	1.0	-2.550139342973066	-0.04815219837486776
5.0	5.0	2.0	2.0	-3.3422036140558893	-0.0950579902848244
5.0	5.0	2.0	3.0	-4.2265704789635	-0.12637771459917851
5.0	5.0	3.0	0.0	-3.066897840018629	-4.5796699765787705e-17
5.0	5.0	3.0	1.0	-3.3375169579263932	-0.014949266570223501
5.0	5.0	3.0	2.0	-3.9547358205596366	-0.04523326750147122
5.0	5.0	3.0	3.0	-4.724433953875112	-0.07697867882479129
6.0	0.5	0.0	0.0	-0.38509763105000866	0.016447694428036036
6.0	0.5	0.0	1.0	-1.3474340787845511	0.06292979359226812
6.0	0.5	0.0	2.0	-2.610963043932665	0.11774037024766282
6.0	0.5	0.0	3.0	-3.734902257907635	0.14675103299773826
6.0	0.5	1.0	0.0	-0.7523829662333142	0.011025080003967161
6.0	0.5	1.0	1.0	-1.5806158835777893	0.04656859860695034
6.0	0.5	1.0	2.0	-2.7616126432960417	0.09708667474914874
6.0	0.5	1.0	3.0	-3.847612831415244	0.1289432912206717
6.0	0.5	2.0	0.0	-1.6679982699610532	0.004086984499010886
6.0	0.5	2.0	1.0	-2.2253059615989734	0.020889912144078992
6.0	0.5	2.0	2.0	-3.194086878219076	0.05676875956974123
6.0	0.5	2.0	3.0	-4.1752077161537295	0.08929221496396196
6.0	0.5	3.0	0.0	-2.7853047498952512	0.0012759738544436683
6.0	0.5	3.0	1.0	-3.124348677522559	0.007292751188247686
6.0	0.5	3.0	2.0	-3.8495162204086193	0.026365127392345183
6.0	0.5	3.0	3.0	-4.687615443763619	0.051576969832431784
6.0	1.0	0.0	0.0	-0.6346617966298034	0.07362402528852537
6.0	1.0	0.0	1.0	-1.792415511457097	0.1516575463665778
6.0	1.0	0.0	2.0	-2.826412510243589	0.16457953778700696
6.0	1.0	0.0	3.0	-3.8321317323957445	0.16638273251131522
6.0	1.0	1.0	0.0	-1.050432412992251	0.027254889914368877
6.0	1.0	1.0	1.0	-1.987828698362236	0.09817573620061605
6.0	1.0	1.0	2.0	-2.964706421662503	0.1309645912404456
6.0	1.0	1.0	3.0	-3.9398144298459337	0.14464304325489427
6.0	1.0	2.0	0.0	-2.020453169727785	0.003893919168953179
6.0	1.0	2.0	1.0	-2.542915617426774	0.03164854348480501
6.0	1.0	2.0	2.0	-3.3623732576502525	0.06997282010929522
6.0	1.0	2.0	3.0	-4.253389525391198	0.09745675597728458
6.0	1.0	3.0	0.0	-3.048220551803482	0.0008852603336793481
6.0	1.0	3.0	1.0	-3.3374641743622906	0.008185513277320389
6.0	1.0	3.0	2.0	-3.970058894873521	0.02938813777742769
6.0	1.0	3.0	3.0	-4.7462944922373485	0.054472674761359696
6.0	1.5	0.0	0.0	-0.7542902113707233	0.12359699250018219
6.0	1.5	0.0	1.0	-1.8292554285248164	0.16485545613144
6.0	1.5	0.0	2.0	-2.833052664523621	0.1665762252267248
6.0	1.5	0.0	3.0	-3.8333149056906044	0.16666216271613296
6.0	1.5	1.0	0.0	-1.1421614379405807	0.032076481893070226
6.0	1.5	1.0	1.0	-2.021856209404971	0.10470536638776264
6.0	1.5	1.0	2.0	-2.9706075388388533	0.1322514763254077
6.0	1.5	1.0	3.0	-3.9408553886898923	0.14484686469434277
6.0	1.5	2.0	0.0	-2.085056926047366	0.0032199331308234345
6.0	1.5	2.0	1.0	-2.565613434381708	0.03236428740632277
6.0	1.5	2.0	2.0	-3.366394464050501	0.07032421166670576
6.0	1.5	2.0	3.0	-4.254099079395193	0.09753749334712274
6.0	1.5	3.0	0.0	-3.0677840128657325	0.0008138540310829301
6.0	1.5	3.0	1.0	-3.346571375432678	0.008172004275417477
6.0	1.5	3.0	2.0	-3.972039009176921	0.029428510299989188
6.0	1.5	3.0	3.0	-4.74666886060018	0.054490774598581815
6.0	2.0	0.0	0.0	-0.8033563167298464	0.14931970606037667
6.0	2.0	0.0	1.0	-1.8328485851089027	0.16643491892347748
6.0	2.0	0.0	2.0	-2.833320437699682	0.16666242053182753
6.0	2.0	0.0	3.0	-3.833333019495217	0.16666658889503017
6.0	2.0	1.0	0.0	-1.1747706424079862	0.032603768017601155
6.0	2.0	1.0	1.0	-2.0250758468165433	0.10539186314726275
6.0	2.0	1.0	2.0	-2.970821703587663	0.13230102074463804
6.0	2.0	1.0	3.0	-3.940869842306062	0.14484979274533988
6.0	2.0	2.0	0.0	-2.0997734396381866	0.002967661378770634
6.0	2.0	2.0	1.0	-2.5674427889348994	0.03240817164756766
6.0	2.0	2.0	2.0	-3.3665057816511896	0.07033391583080492
6.0	2.0	2.0	3.0	-4.254106616350993	0.09753837025142553
6.0	2.0	3.0	0.0	-3.069538156583096	0.0008048317185116513
6.0	2.0	3.0	1.0	-3.3470240890271477	0.008169279347205132
6.0	2.0	3.0	2.0	-3.972075745239566	0.02942907911045781
6.0	2.0	3.0	3.0	-4.746671551852791	0.054490899852837886
6.0	2.5	0.0	0.0	-0.8221785817928584	0.16006300451435668
6.0	2.5	0.0	1.0	-1.833270953688687	0.16663599362592108
6.0	2.5	0.0	2.0	-2.833332710489206	0.16666645998370924
6.0	2.5	0.0	3.0	-3.8333333277443344	0.166666665274047
6.0	2.5	1.0	0.0	-1.1891966547108768	0.032048008541331684
6.0	2.5	1.0	1.0	-2.0254241564307853	0.1054692683800239
6.0	2.5	1.0	2.0	-2.970830425486167	0.13230308962651635
6.0	2.5	1.0	3.0	-3.9408700648629904	0.14484983854896358
6.0	2.5	2.0	0.0	-2.1036213459206308	0.002883579212366564
6.0	2.5	2.0	1.0	-2.567604205180317	0.03241106663170965
6.0	2.5	2.0	2.0	-3.3665091372636486	0.07033420762010946
6.0	2.5	2.0	3.0	-4.254106704106893	0.09753838060639063
6.0	2.5	3.0	0.0	-3.0697149817924143	0.0008037379281322712
6.0	2.5	3.0	1.0	-3.3470488372786433	0.008169048570388767
6.0	2.5	3.0	2.0	-3.9720764777345523	0.029429087751047422
6.0	2.5	3.0	3.0	-4.74667157270099	0.054490900800141885
6.0	3.0	0.0	0.0	-0.8292122947389421	0.16420625108420148
6.0	3.0	0.0	1.0	-1.833325049468981	0.16666255024412646
6.0	3.0	0.0	2.0	-2.8333333026717207	0.16666665646301201
6.0	3.0	0.0	3.0	-3.833333333232039	0.16666666664137433
6.0	3.0	1.0	0.0	-1.1969216436112342	0.031254764992316546
6.0	3.0	1.0	1.0	-2.0254645565565563	0.10547843296951359
6.0	3.0	1.0	2.0	-2.9708308007444946	0.1323031796664592
6.0	3.0	1.0	3.0	-3.940870068459484	0.14484983929427997
6.0	3.0	2.0	0.0	-2.104704400260223	0.002856248992144488
6.0	3.0	2.0	1.0	-2.5676191716901093	0.03241126674668591
6.0	3.0	2.0	2.0	-3.3665092436244692	0.0703342168636202
6.0	3.0	2.0	3.0	-4.254106705182343	0.09753838073433213
6.0	3.0	3.0	0.0	-3.069733957530408	0.000803606583069798
6.0	3.0	3.0	1.0	-3.3470502622628597	0.008169031745551664
6.0	3.0	3.0	2.0	-3.972076492966616	0.029429087888958313
6.0	3.0	3.0	3.0	-4.746671572870034	0.05449090080771574
6.0	3.5	0.0	0.0	-0.8318149146759982	0.16575727449257635
6.0	3.5	0.0	1.0	-1.8333322200751505	0.16666611130364353
6.0	3.5	0.0	2.0	-2.8333333318131313	0.16666666616024073
6.0	3.5	0.0	3.0	-3.833333333331485	0.16666666666620486
6.0	3.5	1.0	0.0	-1.2017047560148337	0.03045970294004303
6.0	3.5	1.0	1.0	-2.025469414006894	0.10547954690153986
6.0	3.5	1.0	2.0	-2.9708308172976303	0.13230318365861132
6.0	3.5	1.0	3.0	-3.9408700685188136	0.1448498393066105
6.0	3.5	2.0	0.0	-2.1050223362867535	0.002847450935559741
6.0	3.5	2.0	1.0	-2.567620599001456	0.03241128080124655
6.0	3.5	2.0	2.0	-3.366509247094317	0.07033421716521877
6.0	3.5	2.0	3.0	-4.254106705195874	0.09753838073594906
6.0	3.5	3.0	0.0	-3.0697360673286074	0.0008035908533458961
6.0	3.5	3.0	1.0	-3.3470503468164163	0.008169030582321948
6.0	3.5	3.0	2.0	-3.9720764932912993	0.02942908789121823
6.0	3.5	3.0	3.0	-4.746671572871443	0.05449090080777866
6.0	4.0	0.0	0.0	-0.8327744164492222	0.16633154140533582
6.0	4.0	0.0	1.0	-1.8333331830598578	0.16666659159289018
6.0	4.0	0.0	2.0	-2.833333333257763	0.1666666666414822
6.0	4.0	0.0	3.0	-3.8333333333332997	0.16666666666665822
6.0	4.0	1.0	0.0	-1.204984594898608	0.02973759130174214
6.0	4.0	1.0	1.0	-2.0254700090694024	0.10547968415821872
6.0	4.0	1.0	2.0	-2.970830818035821	0.13230318383704123
6.0	4.0	1.0	3.0	-3.9408700685198013	0.14484983930681583
6.0	4.0	2.0	0.0	-2.1051181238515837	0.002844632282722123
6.0	4.0	2.0	1.0	-2.567620737428548	0.032411281771915955
6.0	4.0	2.0	2.0	-3.366509247209367	0.070334217175221
6.0	4.0	2.0	3.0	-4.254106705196047	0.09753838073596958
6.0	4.0	3.0	0.0	-3.0697363070787573	0.0008035889718695308
6.0	4.0	3.0	1.0	-3.3470503519298336	0.008169030503861608
6.0	4.0	3.0	2.0	-3.9720764932983266	0.029429087891255302
6.0	4.0	3.0	3.0	-4.746671572871455	0.05449090080777935
6.0	4.5	0.0	0.0	-0.8331276757066899	0.16654330254061825
6.0	4.5	0.0	1.0	-1.8333333130154152	0.16666665651084095
6.0	4.5	0.0	2.0	-2.833333333329573	0.16666666666541333
6.0	4.5	0.0	3.0	-3.833333333333332	0.1666666666666665
6.0	4.5	1.0	0.0	-1.2073875435387835	0.029111194180917177
6.0	4.5	1.0	1.0	-2.025470082685546	0.10547970119110095
6.0	4.5	1.0	2.0	-2.9708308180688956	0.13230318384504344
6.0	4.5	1.0	3.0	-3.9408700685198172	0.1448498393068192
6.0	4.5	2.0	0.0	-2.1051474742058853	0.0028437317670362977
6.0	4.5	2.0	1.0	-2.5676207509967353	0.03241128183481718
6.0	4.5	2.0	2.0	-3.366509247213217	0.0703342171755555
6.0	4.5	2.0	3.0	-4.254106705196048	0.09753838073596971
6.0	4.5	3.0	0.0	-3.0697363347155857	0.0008035887470106695
6.0	4.5	3.0	1.0	-3.347050352243123	0.008169030498641419
6.0	4.5	3.0	2.0	-3.9720764932984793	0.029429087891255677
6.0	4.5	3.0	3.0	-4.746671572871455	0.05449090080777891
6.0	5.0	0.0	0.0	-0.8332576702188289	0.16662127291977227
6.0	5.0	0.0	1.0	-1.8333333305845672	0.16666666529243948
6.0	5.0	0.0	2.0	-2.833333333333146	0.16666666666660426
6.0	5.0	0.0	3.0	-3.8333333333333335	0.16666666666666666
6.0	5.0	1.0	0.0	-1.209219186084523	0.02858251011126563
6.0	5.0	1.0	1.0	-2.025470091839825	0.10547970331264976
6.0	5.0	1.0	2.0	-2.97083081807038	0.13230318384540293
6.0	5.0	1.0	3.0	-3.940870068519818	0.14484983930681933
6.0	5.0	2.0	0.0	-2.1051565697355983	0.0028434445725669284
6.0	5.0	2.0	1.0	-2.567620752336006	0.03241128183826182
6.0	5.0	2.0	2.0	-3.366509247213346	0.07033421717556715
6.0	5.0	2.0	3.0	-4.254106705196048	0.09753838073596988
6.0	5.0	3.0	0.0	-3.0697363379325853	0.000803588720155287
6.0	5.0	3.0	1.0	-3.3470503522625026	0.00816903049829699
6.0	5.0	3.0	2.0	-3.972076493298483	0.0294290878912558
